user_id,movie_name,producer,director,genre,release_year,runtime_minutes,budget_band,mpaa_rating,user_rating,review_date
501,The Godfather,Paramount Pictures,Francis Ford Coppola,Crime,1972,175,High,R,2,2021-09-22
2394,The Departed,Warner Bros.,Martin Scorsese,Adventure,2006,151,High,R,3,2024-05-02
591,Goodfellas,Warner Bros.,Martin Scorsese,Thriller,1990,146,High,R,4,2017-06-11
1673,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,3,2019-12-06
2186,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,1,2020-07-01
1736,The Dark Knight,Warner Bros.,Christopher Nolan,Crime,2008,152,High,PG-13,3,2021-02-13
594,Forrest Gump,Paramount Pictures,Robert Zemeckis,Thriller,1994,142,High,PG-13,3,2024-11-11
2644,The Dark Knight,Warner Bros.,Christopher Nolan,Adventure,2008,152,High,PG-13,3,2015-03-28
2713,Up,Pixar,Pete Docter,Romance,2009,96,Medium,PG,1,2024-06-08
2264,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Drama,1998,169,High,R,2,2017-11-02
969,The Dark Knight,Warner Bros.,Christopher Nolan,Adventure,2008,152,High,PG-13,1,2020-12-30
1610,La La Land,Summit Entertainment,Damien Chazelle,Sci-Fi,2016,128,High,PG-13,1,2025-03-15
965,Blade Runner 2049,Warner Bros.,Denis Villeneuve,Comedy,2017,164,High,R,3,2016-01-05
1300,The Godfather,Paramount Pictures,Francis Ford Coppola,Action,1972,175,High,R,4,2022-01-30
329,The Grand Budapest Hotel,Fox Searchlight,Wes Anderson,Sci-Fi,2014,99,Medium,R,1,2018-01-27
1692,The Lion King,Walt Disney Pictures,Roger Allers,Fantasy,1994,88,Low,G,4,2023-04-07
412,Blade Runner 2049,Warner Bros.,Denis Villeneuve,Adventure,2017,164,High,R,4,2024-10-31
1442,The Lion King,Walt Disney Pictures,Roger Allers,Comedy,1994,88,Low,G,5,2015-09-29
2848,Pulp Fiction,Miramax,Quentin Tarantino,Animation,1994,154,High,R,3,2020-01-31
1817,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,2,2022-01-25
820,The Prestige,Warner Bros.,Christopher Nolan,Action,2006,130,High,PG-13,1,2019-06-30
454,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Adventure,1991,118,Medium,R,5,2015-12-03
2434,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,2,2024-07-01
547,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Adventure,1980,124,High,PG,4,2020-05-13
1155,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,3,2023-12-19
1612,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,3,2017-01-15
95,The Green Mile,Castle Rock Entertainment,Frank Darabont,Romance,1999,189,High,R,2,2015-03-26
365,The Truman Show,Paramount Pictures,Peter Weir,Romance,1998,103,Medium,PG,2,2025-03-03
692,Inside Out,Pixar,Pete Docter,Thriller,2015,95,Medium,PG,3,2022-11-12
1066,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Romance,1994,142,High,R,4,2021-09-25
2324,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,2,2025-08-15
1859,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,4,2023-09-03
2923,Back to the Future,Universal Pictures,Robert Zemeckis,Fantasy,1985,116,Medium,PG,1,2017-07-08
2025,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,3,2023-05-16
883,The Dark Knight,Warner Bros.,Christopher Nolan,Sci-Fi,2008,152,High,PG-13,2,2021-09-23
739,Django Unchained,Columbia Pictures,Quentin Tarantino,Comedy,2012,165,High,R,2,2019-09-10
1073,Pulp Fiction,Miramax,Quentin Tarantino,Action,1994,154,High,R,1,2018-04-03
2388,The Godfather,Paramount Pictures,Francis Ford Coppola,Fantasy,1972,175,High,R,2,2019-02-23
1921,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Fantasy,1980,124,High,PG,1,2015-02-12
870,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,4,2022-09-14
300,Gladiator,DreamWorks Pictures,Ridley Scott,Sci-Fi,2000,155,High,R,5,2017-11-15
962,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,1,2018-09-25
2748,Forrest Gump,Paramount Pictures,Robert Zemeckis,Adventure,1994,142,High,PG-13,5,2025-07-14
1039,Up,Pixar,Pete Docter,Romance,2009,96,Medium,PG,1,2015-01-22
1617,Forrest Gump,Paramount Pictures,Robert Zemeckis,Sci-Fi,1994,142,High,PG-13,3,2025-12-17
2378,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Action,1980,124,High,PG,5,2015-06-18
1390,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,5,2020-07-11
2910,The Grand Budapest Hotel,Fox Searchlight,Wes Anderson,Action,2014,99,Medium,R,1,2018-07-23
1284,Inception,Warner Bros.,Christopher Nolan,Action,2010,148,High,PG-13,3,2016-04-23
1151,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,4,2024-10-10
1079,Goodfellas,Warner Bros.,Martin Scorsese,Sci-Fi,1990,146,High,R,3,2025-02-14
1785,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Comedy,2003,201,High,PG-13,5,2018-07-06
620,No Country for Old Men,Mirage Enterprises,Ethan Coen,Adventure,2007,122,High,R,4,2023-07-26
609,Fight Club,20th Century Fox,David Fincher,Fantasy,1999,139,High,R,1,2017-02-12
1066,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,1,2020-04-10
2028,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,4,2016-04-20
1875,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,5,2020-06-10
384,Forrest Gump,Paramount Pictures,Robert Zemeckis,Action,1994,142,High,PG-13,1,2018-12-02
690,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,2,2024-05-12
2717,Se7en,New Line Cinema,David Fincher,Comedy,1995,127,High,R,5,2024-12-28
2338,The Matrix,Warner Bros.,Lana Wachowski,Romance,1999,136,High,R,1,2020-11-24
2041,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,2,2023-08-13
2791,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Adventure,1980,124,High,PG,1,2018-03-10
2419,Spirited Away,Studio Ghibli,Hayao Miyazaki,Crime,2001,125,High,PG,4,2019-03-11
119,Blade Runner 2049,Warner Bros.,Denis Villeneuve,Crime,2017,164,High,R,3,2016-09-21
1104,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,4,2022-01-17
180,The Matrix,Warner Bros.,Lana Wachowski,Drama,1999,136,High,R,3,2025-11-16
2997,Schindler's List,Universal Pictures,Steven Spielberg,Fantasy,1993,195,High,R,3,2025-08-16
200,The Avengers,Marvel Studios,Joss Whedon,Romance,2012,143,High,PG-13,2,2017-05-15
228,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Comedy,1998,169,High,R,3,2023-12-14
380,Goodfellas,Warner Bros.,Martin Scorsese,Animation,1990,146,High,R,5,2019-04-12
1634,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,2,2025-10-27
1649,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,2,2019-05-11
2011,The Godfather,Paramount Pictures,Francis Ford Coppola,Action,1972,175,High,R,1,2018-05-07
1471,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Comedy,1998,169,High,R,5,2016-06-21
2006,Schindler's List,Universal Pictures,Steven Spielberg,Adventure,1993,195,High,R,5,2017-03-29
2307,Pulp Fiction,Miramax,Quentin Tarantino,Sci-Fi,1994,154,High,R,4,2018-01-04
1509,The Matrix,Warner Bros.,Lana Wachowski,Crime,1999,136,High,R,4,2024-02-04
166,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Sci-Fi,2003,201,High,PG-13,4,2016-01-16
2811,Inception,Warner Bros.,Christopher Nolan,Fantasy,2010,148,High,PG-13,2,2022-04-06
2652,Gladiator,DreamWorks Pictures,Ridley Scott,Fantasy,2000,155,High,R,5,2022-01-22
325,Inception,Warner Bros.,Christopher Nolan,Comedy,2010,148,High,PG-13,4,2019-11-27
524,Avengers: Endgame,Marvel Studios,Anthony Russo,Fantasy,2019,181,High,PG-13,3,2016-08-31
1752,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Comedy,1980,124,High,PG,2,2020-11-12
185,The Godfather,Paramount Pictures,Francis Ford Coppola,Drama,1972,175,High,R,5,2015-11-10
388,Inception,Warner Bros.,Christopher Nolan,Animation,2010,148,High,PG-13,4,2019-08-19
1044,Forrest Gump,Paramount Pictures,Robert Zemeckis,Romance,1994,142,High,PG-13,3,2018-12-26
2710,The Matrix,Warner Bros.,Lana Wachowski,Animation,1999,136,High,R,1,2016-04-11
342,Forrest Gump,Paramount Pictures,Robert Zemeckis,Action,1994,142,High,PG-13,4,2015-07-05
2966,Pulp Fiction,Miramax,Quentin Tarantino,Comedy,1994,154,High,R,3,2021-08-02
1086,Pulp Fiction,Miramax,Quentin Tarantino,Fantasy,1994,154,High,R,5,2024-01-22
321,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,2,2017-01-28
2759,Goodfellas,Warner Bros.,Martin Scorsese,Romance,1990,146,High,R,3,2024-10-10
1618,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,1,2015-01-24
2834,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,4,2020-02-28
2534,The Dark Knight,Warner Bros.,Christopher Nolan,Romance,2008,152,High,PG-13,4,2018-05-25
2760,American Beauty,DreamWorks,Sam Mendes,Romance,1999,122,High,R,3,2022-09-29
513,Up,Pixar,Pete Docter,Sci-Fi,2009,96,Medium,PG,3,2015-12-25
66,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,1,2024-02-25
1971,Interstellar,Paramount Pictures,Christopher Nolan,Thriller,2014,169,High,PG-13,1,2017-05-07
2565,Schindler's List,Universal Pictures,Steven Spielberg,Thriller,1993,195,High,R,4,2024-06-11
1233,La La Land,Summit Entertainment,Damien Chazelle,Animation,2016,128,High,PG-13,2,2015-12-19
90,The Departed,Warner Bros.,Martin Scorsese,Action,2006,151,High,R,4,2019-09-25
1987,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,4,2025-10-22
825,Forrest Gump,Paramount Pictures,Robert Zemeckis,Fantasy,1994,142,High,PG-13,5,2017-09-20
33,The Godfather,Paramount Pictures,Francis Ford Coppola,Sci-Fi,1972,175,High,R,1,2018-09-29
2031,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,4,2024-07-07
152,Goodfellas,Warner Bros.,Martin Scorsese,Romance,1990,146,High,R,5,2018-04-06
2969,Forrest Gump,Paramount Pictures,Robert Zemeckis,Fantasy,1994,142,High,PG-13,5,2021-08-17
249,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Fantasy,2003,201,High,PG-13,2,2023-01-04
2267,Inception,Warner Bros.,Christopher Nolan,Sci-Fi,2010,148,High,PG-13,5,2018-07-17
2027,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,4,2016-04-23
1787,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Adventure,2003,201,High,PG-13,4,2022-10-28
1409,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,2,2020-04-06
2806,Pulp Fiction,Miramax,Quentin Tarantino,Animation,1994,154,High,R,2,2021-08-04
1202,The Dark Knight,Warner Bros.,Christopher Nolan,Romance,2008,152,High,PG-13,4,2016-06-21
2758,Titanic,Paramount Pictures,James Cameron,Sci-Fi,1997,195,High,PG-13,4,2024-05-05
664,Schindler's List,Universal Pictures,Steven Spielberg,Adventure,1993,195,High,R,4,2023-12-20
1978,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Comedy,2003,201,High,PG-13,1,2022-06-25
2016,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,2,2021-10-17
962,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,4,2018-05-28
1069,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,1,2019-01-09
2063,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,2,2024-04-14
467,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,3,2019-10-30
1993,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Crime,2003,201,High,PG-13,5,2017-07-06
192,The Godfather,Paramount Pictures,Francis Ford Coppola,Adventure,1972,175,High,R,3,2023-08-18
620,The Departed,Warner Bros.,Martin Scorsese,Animation,2006,151,High,R,3,2025-01-19
427,La La Land,Summit Entertainment,Damien Chazelle,Animation,2016,128,High,PG-13,5,2022-07-05
455,Gladiator,DreamWorks Pictures,Ridley Scott,Fantasy,2000,155,High,R,4,2025-10-18
418,Inside Out,Pixar,Pete Docter,Romance,2015,95,Medium,PG,5,2023-10-09
685,The Lion King,Walt Disney Pictures,Roger Allers,Drama,1994,88,Low,G,5,2016-03-07
2984,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Thriller,1991,118,Medium,R,3,2016-10-05
407,The Godfather,Paramount Pictures,Francis Ford Coppola,Fantasy,1972,175,High,R,5,2020-08-03
565,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,3,2024-03-09
1703,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,4,2025-11-15
1941,The Departed,Warner Bros.,Martin Scorsese,Drama,2006,151,High,R,2,2024-05-12
1090,The Dark Knight,Warner Bros.,Christopher Nolan,Animation,2008,152,High,PG-13,2,2015-12-16
2724,The Dark Knight,Warner Bros.,Christopher Nolan,Sci-Fi,2008,152,High,PG-13,3,2022-01-22
935,The Godfather,Paramount Pictures,Francis Ford Coppola,Animation,1972,175,High,R,4,2023-10-30
1677,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,4,2025-04-18
122,No Country for Old Men,Mirage Enterprises,Ethan Coen,Animation,2007,122,High,R,3,2025-08-01
286,Pulp Fiction,Miramax,Quentin Tarantino,Drama,1994,154,High,R,5,2025-08-01
674,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,4,2023-08-30
2628,Pulp Fiction,Miramax,Quentin Tarantino,Sci-Fi,1994,154,High,R,1,2022-05-28
2588,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Romance,1994,142,High,R,1,2025-12-18
1647,Spirited Away,Studio Ghibli,Hayao Miyazaki,Animation,2001,125,High,PG,3,2019-09-14
1285,Moonlight,A24,Barry Jenkins,Animation,2016,111,Medium,R,3,2023-02-03
2162,Avengers: Endgame,Marvel Studios,Anthony Russo,Drama,2019,181,High,PG-13,3,2025-02-04
2638,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Action,2003,201,High,PG-13,4,2020-01-02
2533,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,5,2023-11-04
809,Schindler's List,Universal Pictures,Steven Spielberg,Adventure,1993,195,High,R,4,2023-09-12
1371,The Grand Budapest Hotel,Fox Searchlight,Wes Anderson,Crime,2014,99,Medium,R,1,2021-01-10
1163,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,5,2021-01-24
2136,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,5,2018-07-02
2212,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,1,2015-04-25
1732,The Matrix,Warner Bros.,Lana Wachowski,Thriller,1999,136,High,R,3,2023-02-23
1528,Heat,Warner Bros.,Michael Mann,Crime,1995,170,High,R,1,2024-06-09
196,The Godfather,Paramount Pictures,Francis Ford Coppola,Animation,1972,175,High,R,3,2016-05-22
2345,Se7en,New Line Cinema,David Fincher,Crime,1995,127,High,R,4,2018-05-05
2383,Goodfellas,Warner Bros.,Martin Scorsese,Fantasy,1990,146,High,R,3,2017-08-25
1435,Fight Club,20th Century Fox,David Fincher,Animation,1999,139,High,R,5,2017-08-15
1547,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,2,2023-01-04
2116,Inception,Warner Bros.,Christopher Nolan,Thriller,2010,148,High,PG-13,1,2018-09-04
601,The Matrix,Warner Bros.,Lana Wachowski,Adventure,1999,136,High,R,4,2016-02-06
255,Gladiator,DreamWorks Pictures,Ridley Scott,Sci-Fi,2000,155,High,R,1,2016-01-13
1828,Pulp Fiction,Miramax,Quentin Tarantino,Action,1994,154,High,R,4,2017-05-29
2290,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,4,2021-08-06
2044,Inception,Warner Bros.,Christopher Nolan,Sci-Fi,2010,148,High,PG-13,3,2021-07-21
1708,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Fantasy,1991,118,Medium,R,4,2023-03-17
1986,The Lion King,Walt Disney Pictures,Roger Allers,Action,1994,88,Low,G,5,2016-06-04
2168,Gladiator,DreamWorks Pictures,Ridley Scott,Action,2000,155,High,R,5,2024-09-05
134,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,4,2020-04-22
487,Goodfellas,Warner Bros.,Martin Scorsese,Animation,1990,146,High,R,3,2025-05-03
1514,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Sci-Fi,2003,201,High,PG-13,1,2016-05-10
483,Fight Club,20th Century Fox,David Fincher,Drama,1999,139,High,R,5,2016-09-19
1991,The Dark Knight,Warner Bros.,Christopher Nolan,Adventure,2008,152,High,PG-13,3,2018-04-19
2416,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,2,2023-10-16
750,Pulp Fiction,Miramax,Quentin Tarantino,Comedy,1994,154,High,R,3,2017-06-02
2243,The Lion King,Walt Disney Pictures,Roger Allers,Fantasy,1994,88,Low,G,1,2016-05-16
2348,The Dark Knight,Warner Bros.,Christopher Nolan,Drama,2008,152,High,PG-13,4,2020-05-24
1546,The Godfather,Paramount Pictures,Francis Ford Coppola,Fantasy,1972,175,High,R,3,2023-10-06
568,Forrest Gump,Paramount Pictures,Robert Zemeckis,Romance,1994,142,High,PG-13,2,2023-07-18
1840,Forrest Gump,Paramount Pictures,Robert Zemeckis,Fantasy,1994,142,High,PG-13,4,2022-06-25
2560,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,1,2023-12-21
1620,Schindler's List,Universal Pictures,Steven Spielberg,Sci-Fi,1993,195,High,R,4,2017-08-11
1137,The Dark Knight,Warner Bros.,Christopher Nolan,Drama,2008,152,High,PG-13,4,2023-04-03
2581,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Action,1991,118,Medium,R,1,2021-05-31
508,The Prestige,Warner Bros.,Christopher Nolan,Comedy,2006,130,High,PG-13,5,2022-03-27
2535,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Crime,1991,118,Medium,R,2,2025-09-17
776,Inception,Warner Bros.,Christopher Nolan,Drama,2010,148,High,PG-13,5,2020-11-07
2697,Se7en,New Line Cinema,David Fincher,Animation,1995,127,High,R,1,2016-05-07
843,The Pianist,Focus Features,Roman Polanski,Action,2002,150,High,R,1,2018-01-31
2186,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,4,2015-12-13
2014,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Sci-Fi,2003,201,High,PG-13,5,2015-07-04
740,Mad Max: Fury Road,Warner Bros.,George Miller,Drama,2015,120,Medium,R,3,2019-11-26
1054,Pulp Fiction,Miramax,Quentin Tarantino,Animation,1994,154,High,R,3,2019-04-14
1169,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,5,2016-11-19
1257,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,1,2016-09-23
1333,Alien,20th Century Fox,Ridley Scott,Action,1979,117,Medium,R,1,2021-11-21
405,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,3,2019-05-17
1539,The Godfather,Paramount Pictures,Francis Ford Coppola,Sci-Fi,1972,175,High,R,3,2017-11-22
982,The King's Speech,The Weinstein Company,Tom Hooper,Crime,2010,118,Medium,R,1,2017-04-09
2084,Se7en,New Line Cinema,David Fincher,Romance,1995,127,High,R,2,2020-07-12
249,Se7en,New Line Cinema,David Fincher,Sci-Fi,1995,127,High,R,1,2018-01-08
1984,The Godfather,Paramount Pictures,Francis Ford Coppola,Animation,1972,175,High,R,4,2015-09-26
2270,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,1,2018-01-07
2273,Up,Pixar,Pete Docter,Crime,2009,96,Medium,PG,2,2023-07-23
1667,Schindler's List,Universal Pictures,Steven Spielberg,Action,1993,195,High,R,3,2021-05-16
584,Pulp Fiction,Miramax,Quentin Tarantino,Animation,1994,154,High,R,2,2023-10-12
1736,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,2,2021-01-10
5,Toy Story,Pixar,John Lasseter,Animation,1995,81,Low,G,4,2015-06-21
686,American Beauty,DreamWorks,Sam Mendes,Romance,1999,122,High,R,3,2022-04-28
1028,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,3,2021-09-14
2590,Parasite,CJ Entertainment,Bong Joon-ho,Sci-Fi,2019,132,High,R,3,2024-06-12
662,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,3,2015-07-06
368,Goodfellas,Warner Bros.,Martin Scorsese,Romance,1990,146,High,R,1,2018-05-16
2280,The Dark Knight,Warner Bros.,Christopher Nolan,Crime,2008,152,High,PG-13,2,2023-02-17
2068,The Avengers,Marvel Studios,Joss Whedon,Sci-Fi,2012,143,High,PG-13,2,2021-11-05
1071,Blade Runner,Warner Bros.,Ridley Scott,Adventure,1982,117,Medium,R,3,2022-02-14
2713,Spirited Away,Studio Ghibli,Hayao Miyazaki,Fantasy,2001,125,High,PG,3,2017-10-04
2456,The Usual Suspects,Gramercy Pictures,Bryan Singer,Adventure,1995,106,Medium,R,2,2020-02-27
1952,The Godfather,Paramount Pictures,Francis Ford Coppola,Action,1972,175,High,R,1,2021-10-29
2277,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,2,2019-08-20
333,No Country for Old Men,Mirage Enterprises,Ethan Coen,Fantasy,2007,122,High,R,4,2021-01-13
2751,The Prestige,Warner Bros.,Christopher Nolan,Crime,2006,130,High,PG-13,5,2015-05-07
1542,Pulp Fiction,Miramax,Quentin Tarantino,Crime,1994,154,High,R,3,2025-11-25
2856,Back to the Future,Universal Pictures,Robert Zemeckis,Adventure,1985,116,Medium,PG,4,2016-12-26
791,The Usual Suspects,Gramercy Pictures,Bryan Singer,Crime,1995,106,Medium,R,4,2019-02-26
1152,Pulp Fiction,Miramax,Quentin Tarantino,Thriller,1994,154,High,R,1,2023-07-04
2513,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Adventure,1980,124,High,PG,2,2016-01-04
2023,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Thriller,2003,201,High,PG-13,2,2025-12-28
2884,Up,Pixar,Pete Docter,Drama,2009,96,Medium,PG,3,2020-07-11
2616,Gladiator,DreamWorks Pictures,Ridley Scott,Thriller,2000,155,High,R,1,2017-03-14
2024,The Dark Knight,Warner Bros.,Christopher Nolan,Comedy,2008,152,High,PG-13,5,2020-08-11
2796,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,5,2022-07-16
526,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Action,2003,201,High,PG-13,1,2021-08-06
2335,Goodfellas,Warner Bros.,Martin Scorsese,Action,1990,146,High,R,3,2025-06-20
2778,La La Land,Summit Entertainment,Damien Chazelle,Animation,2016,128,High,PG-13,3,2017-02-24
2789,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,5,2017-11-01
1750,Fight Club,20th Century Fox,David Fincher,Fantasy,1999,139,High,R,1,2025-07-08
1667,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Drama,1991,118,Medium,R,3,2019-11-07
1481,The Godfather,Paramount Pictures,Francis Ford Coppola,Animation,1972,175,High,R,4,2020-07-22
1139,Inception,Warner Bros.,Christopher Nolan,Drama,2010,148,High,PG-13,2,2015-07-12
22,The Truman Show,Paramount Pictures,Peter Weir,Animation,1998,103,Medium,PG,4,2018-07-19
2343,The Dark Knight,Warner Bros.,Christopher Nolan,Adventure,2008,152,High,PG-13,1,2024-11-13
305,American Beauty,DreamWorks,Sam Mendes,Thriller,1999,122,High,R,4,2025-09-28
1274,Joker,Warner Bros.,Todd Phillips,Thriller,2019,122,High,R,2,2018-09-10
1770,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,1,2020-05-19
1026,American Beauty,DreamWorks,Sam Mendes,Romance,1999,122,High,R,3,2024-06-04
1396,The Godfather,Paramount Pictures,Francis Ford Coppola,Fantasy,1972,175,High,R,2,2025-10-02
970,Back to the Future,Universal Pictures,Robert Zemeckis,Adventure,1985,116,Medium,PG,5,2023-11-27
392,The King's Speech,The Weinstein Company,Tom Hooper,Romance,2010,118,Medium,R,5,2019-12-02
249,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Romance,2003,201,High,PG-13,1,2015-12-17
2841,Joker,Warner Bros.,Todd Phillips,Sci-Fi,2019,122,High,R,3,2024-12-24
1811,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,1,2025-04-22
418,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Romance,1994,142,High,R,4,2015-09-27
1563,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Animation,1980,124,High,PG,1,2018-04-22
2456,The Dark Knight,Warner Bros.,Christopher Nolan,Romance,2008,152,High,PG-13,4,2017-08-12
1573,The Prestige,Warner Bros.,Christopher Nolan,Romance,2006,130,High,PG-13,1,2020-02-01
415,Forrest Gump,Paramount Pictures,Robert Zemeckis,Sci-Fi,1994,142,High,PG-13,5,2021-12-11
1345,The Dark Knight,Warner Bros.,Christopher Nolan,Drama,2008,152,High,PG-13,4,2020-10-19
2438,The Matrix,Warner Bros.,Lana Wachowski,Crime,1999,136,High,R,1,2015-02-20
2348,Gladiator,DreamWorks Pictures,Ridley Scott,Romance,2000,155,High,R,2,2025-02-21
1725,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,3,2018-12-26
996,Forrest Gump,Paramount Pictures,Robert Zemeckis,Romance,1994,142,High,PG-13,4,2017-01-31
